
### Skeleton (220)
FJ1397M  FMA45958   muscle     Medial head of left gastrocnemius
FJ1480M  FMA37696   muscle     Medial head of left triceps brachii
FJ1396   FMA45971   muscle     Medial head of right flexor hallucis brevis
FJ1397   FMA45957   muscle     Medial head of right gastrocnemius
FJ1480   FMA37695   muscle     Medial head of right triceps brachii
FJ1548M  FMA22851   muscle     Medial lumbar intertransversarius (left)
FJ1548   FMA22851   muscle     Medial lumbar intertransversarius (right)
FJ1398M  FMA46019   muscle     Oblique head of left adductor hallucis
FJ1481M  FMA46122   muscle     Oblique head of left adductor pollicis
FJ1398   FMA46018   muscle     Oblique head of right adductor hallucis
FJ1481   FMA46121   muscle     Oblique head of right adductor pollicis
FJ2781   FMA46614   muscle     Oblique part of left cricothyroid
FJ2799   FMA46613   muscle     Oblique part of right cricothyroid
FJ1399M  FMA86035   muscle     Opponens digiti minimi of left foot
FJ1482M  FMA37401   muscle     Opponens digiti minimi of left hand
FJ1399   FMA86034   muscle     Opponens digiti minimi of right foot
FJ1482   FMA37400   muscle     Opponens digiti minimi of right hand
FJ2749   FMA55077   muscle     Pharyngeal raphe
FJ1400   FMA37459   muscle     Right abductor hallucis
FJ1483   FMA37386   muscle     Right abductor pollicis brevis
FJ1484   FMA38516   muscle     Right abductor pollicis longus
FJ1401   FMA22452   muscle     Right adductor brevis
FJ1402   FMA22456   muscle     Right adductor longus
FJ1403   FMA22459   muscle     Right adductor magnus
FJ1404   FMA43886   muscle     Right adductor minimus
FJ1485   FMA37705   muscle     Right anconeus
FJ2791   FMA46604   muscle     Right aryepiglotticus
FJ1486   FMA37668   muscle     Right brachialis
FJ1487   FMA38486   muscle     Right brachioradialis
FJ1405   FMA258847  muscle     Right calcaneal tendon
FJ1524   FMA81752   muscle     Right cervical rotator
FJ2547   FMA46443   muscle     Right coccygeus
FJ1342   FMA49072   muscle     Right common tendinous ring
FJ1488   FMA37665   muscle     Right coracobrachialis
FJ1556   FMA46292   muscle     Right digastric
FJ1579   FMA46292   muscle     Right digastric
FJ1489   FMA38498   muscle     Right extensor carpi radialis brevis
FJ1490   FMA38495   muscle     Right extensor carpi radialis longus
FJ1472   FMA38507   muscle     Right extensor carpi ulnaris
FJ1517   FMA38507   muscle     Right extensor carpi ulnaris
FJ1491   FMA38504   muscle     Right extensor digiti minimi
FJ1492   FMA38501   muscle     Right extensor digitorum
FJ1406   FMA22548   muscle     Right extensor digitorum longus
FJ1407   FMA51144   muscle     Right extensor hallucis brevis
FJ1408   FMA22546   muscle     Right extensor hallucis longus
FJ1493   FMA38525   muscle     Right extensor indicis
FJ1494   FMA38519   muscle     Right extensor pollicis brevis
FJ1495   FMA38522   muscle     Right extensor pollicis longus
FJ1452   FMA13336   muscle     Right external oblique
FJ1409   FMA22554   muscle     Right fibularis brevis
FJ1410   FMA22552   muscle     Right fibularis longus
FJ1411   FMA22550   muscle     Right fibularis tertius
FJ1412   FMA37465   muscle     Right flexor accessorius
FJ1496   FMA38460   muscle     Right flexor carpi radialis
FJ1413   FMA37461   muscle     Right flexor digitorum brevis
FJ1414   FMA65016   muscle     Right flexor digitorum longus
FJ1497   FMA38479   muscle     Right flexor digitorum profundus
FJ1475   FMA38470   muscle     Right flexor digitorum superficialis
FJ1499   FMA38470   muscle     Right flexor digitorum superficialis
FJ1415   FMA65014   muscle     Right flexor hallucis longus
FJ1469M  FMA37388   muscle     Right flexor pollicis brevis
FJ1498   FMA38482   muscle     Right flexor pollicis longus
FJ1416   FMA22336   muscle     Right gemellus inferior
FJ1417   FMA22334   muscle     Right gemellus superior
FJ2750   FMA46698   muscle     Right genioglossus
FJ1580   FMA46326   muscle     Right geniohyoid
FJ1418   FMA22328   muscle     Right gluteus maximus
FJ1419   FMA22330   muscle     Right gluteus medius
FJ1420   FMA22332   muscle     Right gluteus minimus
FJ1421   FMA43883   muscle     Right gracilis
FJ2751   FMA46703   muscle     Right hyoglossus
FJ1422   FMA22322   muscle     Right iliacus
FJ2549   FMA45858   muscle     Right iliococcygeus
FJ1526   FMA22744   muscle     Right iliocostalis cervicis
FJ1527   FMA22740   muscle     Right iliocostalis lumborum
FJ1528   FMA22742   muscle     Right iliocostalis thoracis
FJ1423   FMA58776   muscle     Right iliotibial tract
FJ1345   FMA49050   muscle     Right inferior oblique
FJ2752   FMA46635   muscle     Right inferior pharyngeal constrictor
FJ1346   FMA49046   muscle     Right inferior rectus
FJ1500   FMA32547   muscle     Right infraspinatus muscle
FJ1581   FMA258850  muscle     Right intermediate tendon
FJ1551   FMA22890   muscle     Right interspinalis thoracis
FJ2796   FMA46580   muscle     Right lateral crico-arytenoid
FJ1355   FMA49054   muscle     Right lateral rectus
FJ1357   FMA49048   muscle     Right levator palpebrae superioris
FJ1532   FMA32540   muscle     Right levator scapulae
FJ2753   FMA46728   muscle     Right levator veli palatini
FJ1533   FMA22754   muscle     Right longissimus capitis
FJ1534   FMA22757   muscle     Right longissimus cervicis
FJ1535   FMA22751   muscle     Right longissimus thoracis
FJ1582   FMA46309   muscle     Right longus capitis
FJ1522   FMA23089   muscle     Right lumbar rotator
FJ1359   FMA49056   muscle     Right medial rectus
FJ2742   FMA46633   muscle     Right middle pharyngeal constrictor
FJ1583   FMA46321   muscle     Right mylohyoid
FJ2798   FMA46584   muscle     Right oblique arytenoid
FJ1584   FMA32536   muscle     Right obliquus capitis inferior
FJ1585   FMA32534   muscle     Right obliquus capitis superior
FJ1425   FMA22326   muscle     Right obturator externus
FJ1426   FMA22324   muscle     Right obturator internus
FJ1586   FMA13348   muscle     Right omohyoid
FJ1501   FMA37390   muscle     Right opponens pollicis
FJ2755   FMA46671   muscle     Right palatopharyngeus
FJ1502   FMA38463   muscle     Right palmaris longus
FJ1427   FMA22450   muscle     Right pectineus
FJ1456   FMA13375   muscle     Right pectoralis minor
FJ1428   FMA22340   muscle     Right piriformis
FJ1429   FMA22560   muscle     Right plantaris
FJ1587   FMA45739   muscle     Right platysma
FJ1430   FMA22591   muscle     Right popliteus
FJ2800   FMA46577   muscle     Right posterior crico-arytenoid
FJ1503   FMA38454   muscle     Right pronator quadratus
FJ1431   FMA22342   muscle     Right psoas major
FJ2756   FMA55619   muscle     Right pterygomandibular raphe
FJ2550   FMA45854   muscle     Right pubococcygeus
FJ2551   FMA45856   muscle     Right puborectalis
FJ1432   FMA22338   muscle     Right quadratus femoris
FJ1588   FMA46313   muscle     Right rectus capitis anterior
FJ1591   FMA46317   muscle     Right rectus capitis lateralis
FJ1589   FMA32530   muscle     Right rectus capitis posterior major
FJ1590   FMA32532   muscle     Right rectus capitis posterior minor
FJ1433   FMA38928   muscle     Right rectus femoris
FJ1536   FMA13381   muscle     Right rhomboid major
FJ1537   FMA13383   muscle     Right rhomboid minor
FJ2757   FMA46669   muscle     Right salpingopharyngeus
FJ1434   FMA22354   muscle     Right sartorius
FJ1592   FMA13392   muscle     Right scalenus anterior
FJ1593   FMA13390   muscle     Right scalenus medius
FJ1594   FMA13388   muscle     Right scalenus posterior
FJ1435   FMA22448   muscle     Right semimembranosus
FJ1538   FMA22876   muscle     Right semispinalis capitis
FJ1539   FMA22874   muscle     Right semispinalis cervicis
FJ1540   FMA22872   muscle     Right semispinalis thoracis
FJ1436   FMA22358   muscle     Right semitendinosus
FJ1459   FMA13398   muscle     Right serratus anterior
FJ1541   FMA13405   muscle     Right serratus posterior inferior
FJ1542   FMA13403   muscle     Right serratus posterior superior
FJ1437   FMA22558   muscle     Right soleus
FJ1544   FMA22779   muscle     Right spinalis thoracis
FJ1545   FMA22728   muscle     Right splenius capitis
FJ1546   FMA22726   muscle     Right splenius cervicis
FJ1595   FMA13408   muscle     Right sternocleidomastoid
FJ1596   FMA13346   muscle     Right sternohyoid
FJ1597   FMA13350   muscle     Right sternothyroid
FJ1598   FMA45826   muscle     Right stylohyoid
FJ2758   FMA46667   muscle     Right stylopharyngeus
FJ1460   FMA13412   muscle     Right subclavius
FJ1504   FMA13414   muscle     Right subscapularis
FJ1373   FMA49052   muscle     Right superior oblique
FJ2759   FMA46631   muscle     Right superior pharyngeal constrictor
FJ1374   FMA49044   muscle     Right superior rectus
FJ1505   FMA38513   muscle     Right supinator
FJ1506   FMA32544   muscle     Right supraspinatus
FJ1438   FMA22425   muscle     Right tensor fasciae latae
FJ2760   FMA46731   muscle     Right tensor veli palatini
FJ1507   FMA32551   muscle     Right teres major
FJ1508   FMA32553   muscle     Right teres minor
FJ2802   FMA46589   muscle     Right thyro-arytenoid
FJ2803   FMA46589   muscle     Right thyro-arytenoid
FJ1599   FMA13352   muscle     Right thyrohyoid
FJ1439   FMA22544   muscle     Right tibialis anterior
FJ1440   FMA65018   muscle     Right tibialis posterior
FJ1461   FMA9761    muscle     Right transversus thoracis
FJ1441   FMA38934   muscle     Right vastus intermedius
FJ1442   FMA38930   muscle     Right vastus lateralis
FJ1443   FMA38932   muscle     Right vastus medialis
FJ2806   FMA46592   muscle     Right vocalis
FJ1385M  FMA37720   muscle     Second lumbrical of left foot
FJ1385   FMA37719   muscle     Second lumbrical of right foot
FJ1386M  FMA37744   muscle     Second plantar interosseous of left foot
FJ1386   FMA37743   muscle     Second plantar interosseous of right foot
FJ1549M  FMA71442   muscle     Set of anterior cervical intertransversarii (left)
FJ1549   FMA71442   muscle     Set of anterior cervical intertransversarii (right)
FJ1509M  FMA42405   muscle     Set of dorsal interossei of left hand
FJ1509   FMA42404   muscle     Set of dorsal interossei of right hand
FJ1552M  FMA71309   muscle     Set of interspinales cervicis (left)
FJ1552   FMA71309   muscle     Set of interspinales cervicis (right)
FJ1550M  FMA71307   muscle     Set of interspinales lumborum (left)
FJ1550   FMA71307   muscle     Set of interspinales lumborum (right)
FJ1462M  FMA74078   muscle     Set of left levatores costarum breves
FJ1463M  FMA74076   muscle     Set of left levatores costarum longi
FJ1510M  FMA42399   muscle     Set of lumbricals of left hand
FJ1510   FMA42398   muscle     Set of lumbricals of right hand
FJ1511M  FMA42403   muscle     Set of palmar interossei of left hand
FJ1511   FMA42402   muscle     Set of palmar interossei of right hand
FJ1553M  FMA71443   muscle     Set of posterior cervical intertransversarii (left)
FJ1553   FMA71443   muscle     Set of posterior cervical intertransversarii (right)
FJ1462   FMA74077   muscle     Set of right levatores costarum breves
FJ1463   FMA74075   muscle     Set of right levatores costarum longi
FJ1512M  FMA37685   muscle     Short head of left biceps brachii
FJ1444M  FMA45892   muscle     Short head of left biceps femoris
FJ1512   FMA37684   muscle     Short head of right biceps brachii
FJ1444   FMA45891   muscle     Short head of right biceps femoris
FJ1513M  FMA34685   muscle     Spinal part of left deltoid
FJ1513   FMA34684   muscle     Spinal part of right deltoid
FJ1543M  FMA77179   muscle     Spinalis (left)
FJ1543   FMA77179   muscle     Spinalis (right)
FJ1464M  FMA79980   muscle     Sternocostal part of left pectoralis major
FJ1464   FMA79979   muscle     Sternocostal part of right pectoralis major
FJ2783   FMA46612   muscle     Straight part of left cricothyroid
FJ2801   FMA46611   muscle     Straight part of right cricothyroid
FJ1514M  FMA65199   muscle     Superficial head of left flexor pollicis brevis
FJ1514   FMA65198   muscle     Superficial head of right flexor pollicis brevis
FJ1600   FMA46284   muscle     Superior oblique part of left longus colli
FJ1465   FMA46442   muscle     Tendinous arch of levator ani
FJ1465M  FMA46442   muscle     Tendinous arch of levator ani
FJ2552   FMA46442   muscle     Tendinous arch of levator ani
FJ2553   FMA46442   muscle     Tendinous arch of levator ani
FJ1343   FMA54159   muscle     Tendon of right levator palpebrae superioris
FJ1387M  FMA37486   muscle     Third lumbrical of left foot
FJ1387   FMA37485   muscle     Third lumbrical of right foot
FJ1388M  FMA37742   muscle     Third plantar interosseous of left foot
FJ1388   FMA37741   muscle     Third plantar interosseous of right foot
FJ1525M  FMA23083   muscle     Thoracic rotator (left)
FJ1525   FMA23083   muscle     Thoracic rotator (right)
FJ2809   FMA46582   muscle     Transverse arytenoid
FJ1445M  FMA46021   muscle     Transverse head of left adductor hallucis
FJ1515M  FMA46124   muscle     Transverse head of left adductor pollicis
FJ1445   FMA46020   muscle     Transverse head of right adductor hallucis
FJ1515   FMA46123   muscle     Transverse head of right adductor pollicis
FJ1554M  FMA33585   muscle     Transverse part of left trapezius
FJ1554   FMA33584   muscle     Transverse part of right trapezius
FJ1518M  FMA38620   muscle     Ulnar head of left flexor carpi ulnaris
FJ1516M  FMA38563   muscle     Ulnar head of left pronator teres
FJ1518   FMA38619   muscle     Ulnar head of right flexor carpi ulnaris
FJ1516   FMA38562   muscle     Ulnar head of right pronator teres
FJ2762   FMA46733   muscle     Uvular muscle
FJ1601   FMA46286   muscle     Vertical intermediate part of left longus colli

### Heart (20)
FJ2420   FMA7242    heart      Anterior leaflet of mitral valve
FJ2421   FMA7238    heart      Anterior leaflet of tricuspid valve
FJ2419   FMA7260    heart      Anterior papillary muscle of right ventricle
FJ2418   FMA7265    heart      Anterolateral head of lateral papillary muscle of left ventricle
FJ2425   FMA9465    heart      Cavity of left atrium
FJ2422   FMA9466    heart      Cavity of left ventricle
FJ2424   FMA11359   heart      Cavity of right atrium
FJ2423   FMA9291    heart      Cavity of right ventricle
FJ2429   FMA7264    heart      Lateral papillary muscle of left ventricle
FJ2417   FMA7247    heart      Left anterior cusp of pulmonary valve
FJ2427   FMA7250    heart      Posterior cusp of pulmonary valve
FJ2432   FMA7243    heart      Posterior leaflet of mitral valve
FJ2433   FMA7239    heart      Posterior leaflet of tricuspid valve
FJ2430   FMA7261    heart      Posterior papillary muscle of right ventricle
FJ2434   FMA7249    heart      Right anterior cusp of pulmonary valve
FJ2436   FMA7240    heart      Septal leaflet of tricuspid valve
FJ2437   FMA7262    heart      Septal papillary muscle of right ventricle
FJ2438   FMA9531    heart      Wall of left atrium
FJ2439   FMA9457    heart      Wall of right atrium
FJ2428   FMA13884   heart      Wall of ventricle

### Arteries (642)
FJ1932   FMA3789    artery     Abdominal aorta
FJ3009   FMA68735   artery     Accessory subsuperior branch of right posterior basal segmental artery
FJ3010   FMA68735   artery     Accessory subsuperior branch of right posterior basal segmental artery
FJ2211   FMA23069   artery     Acromial branch of left thoraco-acromial artery
FJ2263   FMA23068   artery     Acromial branch of right thoraco-acromial artery
FJ2982   FMA68691   artery     Anterior branch of lateral segmental artery
FJ2985   FMA68691   artery     Anterior branch of lateral segmental artery
FJ2975   FMA68683   artery     Anterior branch of right anterior segmental artery
FJ2976   FMA68683   artery     Anterior branch of right anterior segmental artery
FJ2977   FMA68683   artery     Anterior branch of right anterior segmental artery
FJ2979   FMA68683   artery     Anterior branch of right anterior segmental artery
FJ3406   FMA14816   artery     Anterior cecal artery
FJ1655   FMA50169   artery     Anterior communicating artery
FJ2435   FMA7253    artery     Anterior cusp of aortic valve
FJ3458   FMA70487   artery     Anterior division of left renal artery
FJ3459   FMA70487   artery     Anterior division of left renal artery
FJ3460   FMA70487   artery     Anterior division of left renal artery
FJ3461   FMA70487   artery     Anterior division of left renal artery
FJ3462   FMA70487   artery     Anterior division of left renal artery
FJ3463   FMA70487   artery     Anterior division of left renal artery
FJ3558   FMA70486   artery     Anterior division of right renal artery
FJ3559   FMA70486   artery     Anterior division of right renal artery
FJ3560   FMA70486   artery     Anterior division of right renal artery
FJ3561   FMA70486   artery     Anterior division of right renal artery
FJ3562   FMA70486   artery     Anterior division of right renal artery
FJ3563   FMA70486   artery     Anterior division of right renal artery
FJ1656M  FMA50544   artery     Anterior inferior cerebellar artery (left)
FJ1656   FMA50544   artery     Anterior inferior cerebellar artery (right)
FJ3401   FMA70479   artery     Anterior inferior pancreaticoduodenal artery
FJ3075   FMA70443   artery     Anterior inferior segmental hepatic artery
FJ2978   FMA68665   artery     Anterior part of right apical segmental artery
FJ2989   FMA68665   artery     Anterior part of right apical segmental artery
FJ3000   FMA68665   artery     Anterior part of right apical segmental artery
FJ3011   FMA68665   artery     Anterior part of right apical segmental artery
FJ3409   FMA14782   artery     Anterior superior pancreaticoduodenal artery
FJ3076   FMA70442   artery     Anterior superior segmental hepatic artery
FJ1661M  FMA50679   artery     Anterior temporal branch of left lateral occipital artery
FJ1661   FMA50678   artery     Anterior temporal branch of right lateral occipital artery
FJ1662M  FMA50378   artery     Anterolateral central branch of left middle cerebral artery
FJ1663M  FMA50378   artery     Anterolateral central branch of left middle cerebral artery
FJ1662   FMA50377   artery     Anterolateral central branch of right middle cerebral artery
FJ1663   FMA50377   artery     Anterolateral central branch of right middle cerebral artery
FJ2967   FMA68662   artery     Apical part of right apical segmental artery
FJ3015   FMA68662   artery     Apical part of right apical segmental artery
FJ3016   FMA68662   artery     Apical part of right apical segmental artery
FJ3017   FMA68662   artery     Apical part of right apical segmental artery
FJ2968   FMA68670   artery     Apical part of right posterior segmental artery
FJ2969   FMA68670   artery     Apical part of right posterior segmental artery
FJ3018   FMA68670   artery     Apical part of right posterior segmental artery
FJ3410   FMA14818   artery     Appendicular artery
FJ3411   FMA3768    artery     Arch of aorta
FJ1664   FMA77439   artery     Artery of central sulcus
FJ1664M  FMA77439   artery     Artery of central sulcus
FJ1665   FMA77439   artery     Artery of central sulcus
FJ1665M  FMA77439   artery     Artery of central sulcus
FJ1666M  FMA50484   artery     Artery of left postcentral sulcus
FJ1668M  FMA50481   artery     Artery of left precentral sulcus
FJ1669M  FMA50481   artery     Artery of left precentral sulcus
FJ1670M  FMA50481   artery     Artery of left precentral sulcus
FJ1666   FMA50483   artery     Artery of right postcentral sulcus
FJ1668   FMA50480   artery     Artery of right precentral sulcus
FJ1669   FMA50480   artery     Artery of right precentral sulcus
FJ1670   FMA50480   artery     Artery of right precentral sulcus
FJ3413   FMA3736    artery     Ascending aorta
FJ3414   FMA14820   artery     Ascending branch of inferior branch of ileocolic artery
FJ3399   FMA14828   artery     Ascending branch of left colic artery
FJ3002   FMA68723   artery     Basal branch of right anterior basal segmental artery
FJ3003   FMA68723   artery     Basal branch of right anterior basal segmental artery
FJ1672   FMA50542   artery     Basilar artery
FJ1844   FMA50542   artery     Basilar artery
FJ3417   FMA3932    artery     Brachiocephalic artery
FJ1674M  FMA50147   artery     Branch of left anterior choroidal artery to posterior limb of left internal capsule
FJ1673M  FMA50477   artery     Branch of left middle cerebral artery to left angular gyrus
FJ1674   FMA50146   artery     Branch of right anterior choroidal artery to posterior limb of right internal capsule
FJ1673   FMA50476   artery     Branch of right middle cerebral artery to right angular gyrus
FJ1933   FMA68109   artery     Bronchial artery
FJ3418   FMA14177   artery     Bronchial branch of arch of aorta
FJ3419   FMA14793   artery     Caudal pancreatic artery
FJ3077   FMA70455   artery     Caudate lobe branch of left hepatic artery
FJ1916   FMA70447   artery     Caudate lobe branch of right hepatic artery
FJ2386   FMA70447   artery     Caudate lobe branch of right hepatic artery
FJ1846   FMA50737   artery     Celiac artery
FJ2013   FMA50737   artery     Celiac artery
FJ3421   FMA14812   artery     Celiac trunk
FJ2649   FMA3895    artery     Circumflex branch of left coronary artery
FJ2650   FMA3895    artery     Circumflex branch of left coronary artery
FJ2651   FMA3895    artery     Circumflex branch of left coronary artery
FJ2652   FMA3895    artery     Circumflex branch of left coronary artery
FJ2653   FMA3895    artery     Circumflex branch of left coronary artery
FJ2654   FMA3895    artery     Circumflex branch of left coronary artery
FJ3078   FMA14771   artery     Common hepatic artery
FJ2643   FMA3868    artery     Conus branch of anterior interventricular branch of left coronary artery
FJ2644   FMA3868    artery     Conus branch of anterior interventricular branch of left coronary artery
FJ2230   FMA23073   artery     Deltoid branch of left thoraco-acromial artery
FJ2282   FMA23072   artery     Deltoid branch of right thoraco-acromial artery
FJ3427   FMA3784    artery     Descending aorta
FJ3428   FMA14829   artery     Descending branch of left colic artery
FJ2063   FMA21423   artery     Descending branch of left lateral circumflex femoral artery
FJ2057   FMA21422   artery     Descending branch of right lateral circumflex femoral artery
FJ1931   FMA87217   artery     Descending thoracic aorta
FJ2633   FMA3860    artery     Diagonal branch of anterior descending branch of left coronary artery
FJ2634   FMA3860    artery     Diagonal branch of anterior descending branch of left coronary artery
FJ2635   FMA3860    artery     Diagonal branch of anterior descending branch of left coronary artery
FJ2636   FMA3860    artery     Diagonal branch of anterior descending branch of left coronary artery
FJ2637   FMA3860    artery     Diagonal branch of anterior descending branch of left coronary artery
FJ2638   FMA3860    artery     Diagonal branch of anterior descending branch of left coronary artery
FJ2639   FMA3860    artery     Diagonal branch of anterior descending branch of left coronary artery
FJ2640   FMA3860    artery     Diagonal branch of anterior descending branch of left coronary artery
FJ2642   FMA3860    artery     Diagonal branch of anterior descending branch of left coronary artery
FJ2648   FMA3860    artery     Diagonal branch of anterior descending branch of left coronary artery
FJ2058   FMA69517   artery     Distal perforating artery
FJ2064   FMA69517   artery     Distal perforating artery
FJ2231   FMA22773   artery     Dorsal carpal branch of left radial artery
FJ2283   FMA22772   artery     Dorsal carpal branch of right radial artery
FJ2072   FMA44660   artery     Dorsal digital artery of foot
FJ2141   FMA44660   artery     Dorsal digital artery of foot
FJ3430   FMA14787   artery     Dorsal pancreatic artery
FJ1934   FMA4149    artery     Esophageal artery
FJ2671   FMA3815    artery     First anterior ventricular branch of right coronary artery
FJ2673   FMA3815    artery     First anterior ventricular branch of right coronary artery
FJ2677   FMA3815    artery     First anterior ventricular branch of right coronary artery
FJ2714   FMA3837    artery     First posterior ventricular branch of right coronary artery
FJ2715   FMA3837    artery     First posterior ventricular branch of right coronary artery
FJ2716   FMA3837    artery     First posterior ventricular branch of right coronary artery
FJ2717   FMA3837    artery     First posterior ventricular branch of right coronary artery
FJ2718   FMA3837    artery     First posterior ventricular branch of right coronary artery
FJ2719   FMA3837    artery     First posterior ventricular branch of right coronary artery
FJ2720   FMA3837    artery     First posterior ventricular branch of right coronary artery
FJ2721   FMA3837    artery     First posterior ventricular branch of right coronary artery
FJ2722   FMA3837    artery     First posterior ventricular branch of right coronary artery
FJ2632   FMA3872    artery     First right anterior branch of anterior interventricular branch of left coronary artery
FJ2645   FMA3872    artery     First right anterior branch of anterior interventricular branch of left coronary artery
FJ2735   FMA3847    artery     First septal branch of right posterior interventricular artery
FJ3433   FMA14792   artery     Great pancreatic artery
FJ3081   FMA14772   artery     Hepatic artery proper
FJ1679M  FMA50429   artery     Hypothalamic branch of left posterior communicating artery
FJ1679   FMA50428   artery     Hypothalamic branch of right posterior communicating artery
FJ3437   FMA14809   artery     Ileal artery
FJ2034   FMA14819   artery     Ileal branch of inferior branch of ileocolic artery
FJ3439   FMA14815   artery     Ileocolic artery
FJ2987   FMA68694   artery     Inferior branch of medial segmental artery
FJ2988   FMA68694   artery     Inferior branch of medial segmental artery
FJ2896   FMA8640    artery     Inferior lingular artery
FJ2897   FMA8640    artery     Inferior lingular artery
FJ3442   FMA14750   artery     Inferior mesenteric artery
FJ3444   FMA14790   artery     Inferior pancreatic artery
FJ3446   FMA14805   artery     Inferior pancreaticoduodenal artery
FJ2049   FMA86347   artery     Inferior segmental branch of left renal artery
FJ2043   FMA86346   artery     Inferior segmental branch of right renal artery
FJ1660M  FMA50370   artery     Insular part of left middle cerebral artery
FJ1694M  FMA50370   artery     Insular part of left middle cerebral artery
FJ1660   FMA50369   artery     Insular part of right middle cerebral artery
FJ1694   FMA50369   artery     Insular part of right middle cerebral artery
FJ1681M  FMA50352   artery     Intermediomedial branch of left callosomarginal artery
FJ1681   FMA50351   artery     Intermediomedial branch of right callosomarginal artery
FJ1684M  FMA50569   artery     Lateral branch of left pontine artery
FJ1683M  FMA50579   artery     Lateral branch of left superior cerebellar artery
FJ3001   FMA68725   artery     Lateral branch of right anterior basal segmental artery
FJ3004   FMA68728   artery     Lateral branch of right lateral basal segmental artery
FJ3005   FMA68728   artery     Lateral branch of right lateral basal segmental artery
FJ3006   FMA68728   artery     Lateral branch of right lateral basal segmental artery
FJ3007   FMA68728   artery     Lateral branch of right lateral basal segmental artery
FJ1684   FMA50568   artery     Lateral branch of right pontine artery
FJ1683   FMA50578   artery     Lateral branch of right superior cerebellar artery
FJ2991   FMA68712   artery     Lateral branch of right superior segmental artery
FJ2992   FMA68712   artery     Lateral branch of right superior segmental artery
FJ2993   FMA68712   artery     Lateral branch of right superior segmental artery
FJ3092   FMA70453   artery     Lateral inferior segmental hepatic artery
FJ2336   FMA23055   artery     Lateral proper palmar digital artery of left little finger
FJ2334   FMA22860   artery     Lateral proper palmar digital artery of left middle finger
FJ2335   FMA85116   artery     Lateral proper palmar digital artery of left ring finger
FJ2368   FMA23054   artery     Lateral proper palmar digital artery of right little finger
FJ2365   FMA22858   artery     Lateral proper palmar digital artery of right middle finger
FJ2366   FMA85115   artery     Lateral proper palmar digital artery of right ring finger
FJ3091   FMA70452   artery     Lateral superior segmental hepatic artery
FJ3093   FMA70452   artery     Lateral superior segmental hepatic artery
FJ3013   FMA68738   artery     Laterobasal branch of right posterior basal segmental artery
FJ3014   FMA68738   artery     Laterobasal branch of right posterior basal segmental artery
FJ2883   FMA8645    artery     Left anterior basal segmental artery
FJ2886   FMA8645    artery     Left anterior basal segmental artery
FJ2887   FMA8645    artery     Left anterior basal segmental artery
FJ1654M  FMA50030   artery     Left anterior cerebral artery
FJ1658M  FMA50089   artery     Left anterior choroidal artery
FJ2212   FMA22683   artery     Left anterior circumflex humeral artery
FJ2214   FMA22813   artery     Left anterior interosseous artery
FJ1667M  FMA50487   artery     Left anterior parietal artery
FJ2902   FMA13279   artery     Left anterior segmental artery
FJ2904   FMA13279   artery     Left anterior segmental artery
FJ2905   FMA13279   artery     Left anterior segmental artery
FJ2906   FMA13279   artery     Left anterior segmental artery
FJ2907   FMA13279   artery     Left anterior segmental artery
FJ2908   FMA13279   artery     Left anterior segmental artery
FJ2909   FMA13279   artery     Left anterior segmental artery
FJ2910   FMA13279   artery     Left anterior segmental artery
FJ1657M  FMA50533   artery     Left anterior spinal artery
FJ1659M  FMA50384   artery     Left anterior temporal artery
FJ2065   FMA43897   artery     Left anterior tibial artery
FJ2066   FMA43908   artery     Left anterior tibial recurrent artery
FJ2259   FMA22802   artery     Left anterior ulnar recurrent artery
FJ2915   FMA8634    artery     Left apical segmental artery
FJ2916   FMA8634    artery     Left apical segmental artery
FJ2917   FMA8634    artery     Left apical segmental artery
FJ2918   FMA8634    artery     Left apical segmental artery
FJ2067   FMA69495   artery     Left arcuate artery
FJ2338   FMA22907   artery     Left arteria princeps pollicis
FJ2339   FMA22907   artery     Left arteria princeps pollicis
FJ2314   FMA22778   artery     Left arteria radialis indicis
FJ2332   FMA22778   artery     Left arteria radialis indicis
FJ2216   FMA22656   artery     Left axillary artery
FJ2219   FMA22692   artery     Left brachial artery
FJ1676M  FMA50348   artery     Left callosomarginal artery
FJ2221   FMA23181   artery     Left circumflex scapular artery
FJ3494   FMA14826   artery     Left colic artery
FJ3483   FMA4058    artery     Left common carotid artery
FJ3464   FMA14766   artery     Left common iliac artery
FJ2223   FMA22808   artery     Left common interosseous artery
FJ2224   FMA4086    artery     Left costocervical trunk
FJ2225   FMA22697   artery     Left deep brachial artery
FJ2226   FMA4134    artery     Left deep cervical artery
FJ2227   FMA22840   artery     Left deep palmar arch
FJ2068   FMA69515   artery     Left deep plantar artery
FJ2069   FMA22508   artery     Left descending genicular artery
FJ3496   FMA20819   artery     Left dorsal artery of penis
FJ3497   FMA20819   artery     Left dorsal artery of penis
FJ2236   FMA22822   artery     Left dorsal carpal branch of ulnar artery
FJ2232   FMA10552   artery     Left dorsal scapular artery
FJ2073   FMA43917   artery     Left dorsalis pedis artery
FJ3466   FMA18807   artery     Left external iliac artery
FJ2074   FMA70250   artery     Left femoral artery
FJ2315   FMA85118   artery     Left first common palmar digital artery
FJ1973   FMA66243   artery     Left first posterior intercostal artery
FJ2337   FMA85124   artery     Left fourth common palmar digital artery
FJ3499   FMA14768   artery     Left gastric artery
FJ3501   FMA14796   artery     Left gastro-epiploic artery
FJ3511   FMA20689   artery     Left inferior epigastric artery
